PO_Number,Supplier,Category,Spend,Order_Date
PO2361,Supplier 14,Logistics,3998.25,2030-06-18
PO2362,Supplier 4,Maintenance,10041.15,2030-06-19
PO2363,Supplier 48,Packaging,23816.71,2030-06-20
PO2364,Supplier 46,IT Equipment,8333.16,2030-06-21
PO2365,Supplier 27,Chemicals,21768.4,2030-06-22
PO2366,Supplier 29,Chemicals,22090.64,2030-06-23
PO2367,Supplier 47,Packaging,9079.57,2030-06-24
PO2368,Supplier 28,Chemicals,2539.81,2030-06-25
PO2369,Supplier 35,Raw Materials,18251.67,2030-06-26
PO2370,Supplier 8,IT Equipment,8132.05,2030-06-27
PO2371,Supplier 16,Packaging,19681.63,2030-06-28
PO2372,Supplier 42,Maintenance,11345.04,2030-06-29
PO2373,Supplier 36,IT Equipment,12389.04,2030-06-30
PO2374,Supplier 30,Packaging,19558.78,2030-07-01
PO2375,Supplier 18,Logistics,9867.9,2030-07-02
PO2376,Supplier 2,Maintenance,11356.62,2030-07-03
PO2377,Supplier 49,Logistics,9716.67,2030-07-04
PO2378,Supplier 13,IT Equipment,9499.84,2030-07-05
PO2379,Supplier 4,Maintenance,13385.69,2030-07-06
PO2380,Supplier 26,Chemicals,20315.59,2030-07-07
PO2381,Supplier 25,Packaging,9363.32,2030-07-08
PO2382,Supplier 30,IT Equipment,13344.24,2030-07-09
PO2383,Supplier 11,Raw Materials,16932.82,2030-07-10
PO2384,Supplier 7,Maintenance,7101.27,2030-07-11
PO2385,Supplier 31,Maintenance,7299.31,2030-07-12
PO2386,Supplier 44,IT Equipment,23368.62,2030-07-13
PO2387,Supplier 10,IT Equipment,18226.6,2030-07-14
PO2388,Supplier 39,Logistics,14641.07,2030-07-15
PO2389,Supplier 13,Chemicals,16369.14,2030-07-16
PO2390,Supplier 31,Logistics,1217.84,2030-07-17
PO2391,Supplier 7,Logistics,15643.52,2030-07-18
PO2392,Supplier 49,Chemicals,12982.97,2030-07-19
PO2393,Supplier 42,Raw Materials,13870.87,2030-07-20
PO2394,Supplier 42,Logistics,9305.88,2030-07-21
PO2395,Supplier 36,Logistics,2496.11,2030-07-22
PO2396,Supplier 20,Maintenance,5236.81,2030-07-23
PO2397,Supplier 4,Chemicals,23793.25,2030-07-24
PO2398,Supplier 7,Packaging,10513.14,2030-07-25
PO2399,Supplier 1,Raw Materials,11933.74,2030-07-26
PO2400,Supplier 44,Raw Materials,1791.39,2030-07-27
PO2401,Supplier 45,Chemicals,1420.37,2030-07-28
PO2402,Supplier 42,IT Equipment,18070.95,2030-07-29
PO2403,Supplier 47,IT Equipment,13683.32,2030-07-30
PO2404,Supplier 13,Maintenance,12963.3,2030-07-31
PO2405,Supplier 22,Maintenance,6456.55,2030-08-01
PO2406,Supplier 21,Chemicals,18746.39,2030-08-02
PO2407,Supplier 22,Maintenance,4621.8,2030-08-03
PO2408,Supplier 28,Raw Materials,5153.4,2030-08-04
PO2409,Supplier 9,Raw Materials,11787.45,2030-08-05
PO2410,Supplier 26,Packaging,7513.86,2030-08-06
PO2411,Supplier 9,IT Equipment,6562.84,2030-08-07
PO2412,Supplier 15,Chemicals,16308.32,2030-08-08
PO2413,Supplier 10,Logistics,16448.81,2030-08-09
PO2414,Supplier 24,IT Equipment,20700.67,2030-08-10
PO2415,Supplier 42,Logistics,10733.86,2030-08-11
PO2416,Supplier 8,Packaging,2290.58,2030-08-12
PO2417,Supplier 24,Packaging,7204.83,2030-08-13
PO2418,Supplier 16,Maintenance,24510.13,2030-08-14
PO2419,Supplier 49,Packaging,15108.34,2030-08-15
PO2420,Supplier 26,Packaging,17888.56,2030-08-16
PO2421,Supplier 27,Logistics,680.27,2030-08-17
PO2422,Supplier 37,Maintenance,13196.04,2030-08-18
PO2423,Supplier 4,Packaging,1419.45,2030-08-19
PO2424,Supplier 50,IT Equipment,14446.14,2030-08-20
PO2425,Supplier 24,Packaging,23058.89,2030-08-21
PO2426,Supplier 19,Maintenance,24226.27,2030-08-22
PO2427,Supplier 36,Chemicals,13743.54,2030-08-23
PO2428,Supplier 39,Maintenance,11726.02,2030-08-24
PO2429,Supplier 10,Logistics,23652.92,2030-08-25
PO2430,Supplier 25,Chemicals,17003.44,2030-08-26
PO2431,Supplier 18,IT Equipment,2090.03,2030-08-27
PO2432,Supplier 19,Raw Materials,11910.28,2030-08-28
PO2433,Supplier 36,Maintenance,6386.0,2030-08-29
PO2434,Supplier 10,Logistics,12010.21,2030-08-30
PO2435,Supplier 33,IT Equipment,11658.91,2030-08-31
PO2436,Supplier 50,Chemicals,14762.55,2030-09-01
PO2437,Supplier 5,IT Equipment,9240.88,2030-09-02
PO2438,Supplier 47,Maintenance,4524.63,2030-09-03
PO2439,Supplier 49,Packaging,12841.13,2030-09-04
PO2440,Supplier 35,Maintenance,20839.97,2030-09-05
PO2441,Supplier 44,Raw Materials,16768.3,2030-09-06
PO2442,Supplier 34,Maintenance,8790.01,2030-09-07
PO2443,Supplier 33,Chemicals,23420.31,2030-09-08
PO2444,Supplier 21,Chemicals,22849.09,2030-09-09
PO2445,Supplier 17,Maintenance,5629.04,2030-09-10
PO2446,Supplier 22,Chemicals,1465.73,2030-09-11
PO2447,Supplier 48,Packaging,18662.06,2030-09-12
PO2448,Supplier 37,IT Equipment,20776.45,2030-09-13
PO2449,Supplier 15,Maintenance,24212.68,2030-09-14
PO2450,Supplier 35,Packaging,22300.99,2030-09-15
PO2451,Supplier 28,IT Equipment,15213.1,2030-09-16
PO2452,Supplier 7,IT Equipment,13486.28,2030-09-17
PO2453,Supplier 32,Packaging,1182.11,2030-09-18
PO2454,Supplier 11,Logistics,6543.08,2030-09-19
PO2455,Supplier 10,Maintenance,11760.56,2030-09-20
PO2456,Supplier 9,IT Equipment,15898.35,2030-09-21
PO2457,Supplier 14,IT Equipment,14152.67,2030-09-22
PO2458,Supplier 13,Chemicals,18694.58,2030-09-23
PO2459,Supplier 25,IT Equipment,7354.29,2030-09-24
PO2460,Supplier 2,Packaging,14341.34,2030-09-25
PO2461,Supplier 35,IT Equipment,2659.48,2030-09-26
PO2462,Supplier 7,Logistics,10634.81,2030-09-27
PO2463,Supplier 21,Maintenance,18878.94,2030-09-28
PO2464,Supplier 18,Maintenance,17488.32,2030-09-29
PO2465,Supplier 3,IT Equipment,24770.75,2030-09-30
PO2466,Supplier 42,Raw Materials,7308.33,2030-10-01
PO2467,Supplier 39,Raw Materials,12705.64,2030-10-02
PO2468,Supplier 41,Packaging,8573.5,2030-10-03
PO2469,Supplier 49,Raw Materials,11294.78,2030-10-04
PO2470,Supplier 11,Packaging,21495.28,2030-10-05
PO2471,Supplier 39,Chemicals,17263.12,2030-10-06
PO2472,Supplier 24,Packaging,22119.81,2030-10-07
PO2473,Supplier 46,Raw Materials,5486.02,2030-10-08
PO2474,Supplier 19,IT Equipment,21897.35,2030-10-09
PO2475,Supplier 4,Chemicals,1964.18,2030-10-10
PO2476,Supplier 26,Raw Materials,22270.68,2030-10-11
PO2477,Supplier 38,Packaging,8562.31,2030-10-12
PO2478,Supplier 42,Logistics,8207.4,2030-10-13
PO2479,Supplier 32,Maintenance,13046.17,2030-10-14
PO2480,Supplier 39,Raw Materials,23546.91,2030-10-15
PO2481,Supplier 45,Packaging,1670.64,2030-10-16
PO2482,Supplier 46,Chemicals,9129.66,2030-10-17
PO2483,Supplier 36,Raw Materials,21486.01,2030-10-18
PO2484,Supplier 40,Raw Materials,10203.33,2030-10-19
PO2485,Supplier 37,Maintenance,5379.34,2030-10-20
PO2486,Supplier 33,Packaging,10907.46,2030-10-21
PO2487,Supplier 36,Logistics,9946.04,2030-10-22
PO2488,Supplier 3,Chemicals,22927.7,2030-10-23
PO2489,Supplier 9,Packaging,19167.39,2030-10-24
PO2490,Supplier 8,Chemicals,12875.33,2030-10-25
PO2491,Supplier 33,Raw Materials,24715.08,2030-10-26
PO2492,Supplier 6,Maintenance,11899.3,2030-10-27
PO2493,Supplier 41,Maintenance,1926.83,2030-10-28
PO2494,Supplier 39,IT Equipment,6925.72,2030-10-29
PO2495,Supplier 4,Logistics,11183.73,2030-10-30
PO2496,Supplier 13,Maintenance,4344.11,2030-10-31
PO2497,Supplier 49,Raw Materials,23715.35,2030-11-01
PO2498,Supplier 2,Logistics,19287.8,2030-11-02
PO2499,Supplier 5,Packaging,7073.04,2030-11-03
PO2500,Supplier 44,Maintenance,14974.71,2030-11-04
PO2501,Supplier 27,Logistics,18175.5,2030-11-05
PO2502,Supplier 32,Raw Materials,23561.33,2030-11-06
PO2503,Supplier 21,IT Equipment,22100.07,2030-11-07
PO2504,Supplier 8,Chemicals,13122.21,2030-11-08
PO2505,Supplier 38,Chemicals,19478.99,2030-11-09
PO2506,Supplier 8,Raw Materials,14272.55,2030-11-10
PO2507,Supplier 50,Raw Materials,14041.25,2030-11-11
PO2508,Supplier 3,Chemicals,3311.18,2030-11-12
PO2509,Supplier 44,IT Equipment,3590.37,2030-11-13
PO2510,Supplier 3,Logistics,13473.57,2030-11-14
PO2511,Supplier 22,Chemicals,7087.11,2030-11-15
PO2512,Supplier 6,Raw Materials,1015.4,2030-11-16
PO2513,Supplier 2,Maintenance,18209.56,2030-11-17
PO2514,Supplier 23,Packaging,1295.92,2030-11-18
PO2515,Supplier 44,IT Equipment,15084.28,2030-11-19
PO2516,Supplier 2,IT Equipment,13710.25,2030-11-20
PO2517,Supplier 38,Maintenance,24235.96,2030-11-21
PO2518,Supplier 17,Maintenance,12363.22,2030-11-22
PO2519,Supplier 35,Raw Materials,2058.24,2030-11-23
PO2520,Supplier 34,Chemicals,14016.36,2030-11-24
PO2521,Supplier 23,Logistics,21106.86,2030-11-25
PO2522,Supplier 30,IT Equipment,24922.81,2030-11-26
PO2523,Supplier 8,IT Equipment,11043.41,2030-11-27
PO2524,Supplier 22,Maintenance,8347.32,2030-11-28
PO2525,Supplier 44,Chemicals,22713.01,2030-11-29
PO2526,Supplier 36,IT Equipment,5185.43,2030-11-30
PO2527,Supplier 5,Logistics,15578.01,2030-12-01
PO2528,Supplier 13,Maintenance,10440.0,2030-12-02
PO2529,Supplier 29,Logistics,1506.52,2030-12-03
PO2530,Supplier 31,Chemicals,9008.57,2030-12-04
PO2531,Supplier 47,IT Equipment,6998.1,2030-12-05
PO2532,Supplier 16,Packaging,17309.23,2030-12-06
PO2533,Supplier 42,IT Equipment,23745.37,2030-12-07
PO2534,Supplier 30,Chemicals,7067.16,2030-12-08
PO2535,Supplier 16,IT Equipment,20380.92,2030-12-09
PO2536,Supplier 12,IT Equipment,1856.32,2030-12-10
PO2537,Supplier 17,Raw Materials,13683.96,2030-12-11
PO2538,Supplier 16,IT Equipment,2228.48,2030-12-12
PO2539,Supplier 12,IT Equipment,23383.81,2030-12-13
PO2540,Supplier 8,Logistics,19275.61,2030-12-14
PO2541,Supplier 20,Packaging,16619.77,2030-12-15
PO2542,Supplier 3,Logistics,20685.46,2030-12-16
PO2543,Supplier 16,Logistics,16364.23,2030-12-17
PO2544,Supplier 30,Maintenance,24239.14,2030-12-18
PO2545,Supplier 45,Raw Materials,17991.97,2030-12-19
PO2546,Supplier 23,Logistics,23154.14,2030-12-20
PO2547,Supplier 28,Chemicals,13169.73,2030-12-21
PO2548,Supplier 40,Chemicals,3368.08,2030-12-22
PO2549,Supplier 5,IT Equipment,13440.35,2030-12-23
PO2550,Supplier 20,Maintenance,3608.38,2030-12-24
PO2551,Supplier 40,Raw Materials,15016.09,2030-12-25
PO2552,Supplier 44,Raw Materials,12321.08,2030-12-26
PO2553,Supplier 1,IT Equipment,15753.1,2030-12-27
PO2554,Supplier 30,Chemicals,746.15,2030-12-28
PO2555,Supplier 21,Packaging,5273.59,2030-12-29
PO2556,Supplier 20,Maintenance,12537.6,2030-12-30
PO2557,Supplier 6,IT Equipment,23787.34,2030-12-31
PO2558,Supplier 22,Maintenance,9898.42,2031-01-01
PO2559,Supplier 18,Chemicals,10897.11,2031-01-02
PO2560,Supplier 8,Chemicals,18010.05,2031-01-03
PO2561,Supplier 39,Packaging,15292.92,2031-01-04
PO2562,Supplier 32,Packaging,7823.69,2031-01-05
PO2563,Supplier 33,Raw Materials,10565.0,2031-01-06
PO2564,Supplier 16,Maintenance,5833.65,2031-01-07
PO2565,Supplier 12,Maintenance,24167.53,2031-01-08
PO2566,Supplier 38,Chemicals,3700.54,2031-01-09
PO2567,Supplier 34,Raw Materials,9610.0,2031-01-10
PO2568,Supplier 14,IT Equipment,1133.05,2031-01-11
PO2569,Supplier 36,Maintenance,5933.6,2031-01-12
PO2570,Supplier 33,Raw Materials,19621.54,2031-01-13
PO2571,Supplier 23,Raw Materials,5428.79,2031-01-14
PO2572,Supplier 50,Chemicals,2461.55,2031-01-15
PO2573,Supplier 45,Raw Materials,12124.1,2031-01-16
PO2574,Supplier 2,Packaging,744.25,2031-01-17
PO2575,Supplier 41,Packaging,2576.77,2031-01-18
PO2576,Supplier 21,Logistics,20286.83,2031-01-19
PO2577,Supplier 2,Chemicals,19401.1,2031-01-20
PO2578,Supplier 27,IT Equipment,22920.9,2031-01-21
PO2579,Supplier 9,Logistics,21435.63,2031-01-22
PO2580,Supplier 1,Packaging,17237.8,2031-01-23
PO2581,Supplier 11,Logistics,1782.16,2031-01-24
PO2582,Supplier 3,Chemicals,19679.79,2031-01-25
PO2583,Supplier 23,Chemicals,21215.01,2031-01-26
PO2584,Supplier 26,Raw Materials,20077.51,2031-01-27
PO2585,Supplier 4,Maintenance,12957.74,2031-01-28
PO2586,Supplier 18,Raw Materials,6206.1,2031-01-29
PO2587,Supplier 6,Chemicals,21210.58,2031-01-30
PO2588,Supplier 35,Packaging,18315.49,2031-01-31
PO2589,Supplier 22,IT Equipment,24528.65,2031-02-01
PO2590,Supplier 43,Packaging,4314.47,2031-02-02
PO2591,Supplier 15,Raw Materials,6028.78,2031-02-03
PO2592,Supplier 22,IT Equipment,5689.05,2031-02-04
PO2593,Supplier 37,Chemicals,19917.22,2031-02-05
PO2594,Supplier 42,Packaging,5079.23,2031-02-06
PO2595,Supplier 12,Chemicals,2133.17,2031-02-07
PO2596,Supplier 47,IT Equipment,24964.74,2031-02-08
PO2597,Supplier 49,IT Equipment,1108.02,2031-02-09
PO2598,Supplier 42,Packaging,20963.48,2031-02-10
PO2599,Supplier 38,Chemicals,9451.49,2031-02-11
PO2600,Supplier 18,Logistics,21119.58,2031-02-12
PO2601,Supplier 45,Chemicals,14088.2,2031-02-13
PO2602,Supplier 35,IT Equipment,22589.97,2031-02-14
PO2603,Supplier 30,Chemicals,23191.73,2031-02-15
PO2604,Supplier 24,Raw Materials,722.91,2031-02-16
PO2605,Supplier 42,Logistics,2347.6,2031-02-17
PO2606,Supplier 30,Maintenance,6633.79,2031-02-18
PO2607,Supplier 14,Raw Materials,16898.23,2031-02-19
PO2608,Supplier 6,Maintenance,22262.67,2031-02-20
PO2609,Supplier 3,Packaging,11768.58,2031-02-21
PO2610,Supplier 16,Maintenance,15370.84,2031-02-22
PO2611,Supplier 7,Chemicals,5118.25,2031-02-23
PO2612,Supplier 14,Maintenance,20221.69,2031-02-24
PO2613,Supplier 9,IT Equipment,24199.54,2031-02-25
PO2614,Supplier 15,Raw Materials,7080.67,2031-02-26
PO2615,Supplier 21,Raw Materials,12623.24,2031-02-27
PO2616,Supplier 35,Maintenance,2609.84,2031-02-28
PO2617,Supplier 2,Raw Materials,14198.85,2031-03-01
PO2618,Supplier 27,IT Equipment,12818.19,2031-03-02
PO2619,Supplier 2,Raw Materials,4038.69,2031-03-03
PO2620,Supplier 35,Maintenance,11330.62,2031-03-04
PO2621,Supplier 18,Logistics,8685.56,2031-03-05
PO2622,Supplier 14,Logistics,13284.86,2031-03-06
PO2623,Supplier 20,Packaging,14848.53,2031-03-07
PO2624,Supplier 18,Raw Materials,708.14,2031-03-08
PO2625,Supplier 10,Maintenance,19144.65,2031-03-09
PO2626,Supplier 25,Raw Materials,17968.85,2031-03-10
PO2627,Supplier 2,Chemicals,9474.02,2031-03-11
PO2628,Supplier 25,IT Equipment,1796.93,2031-03-12
PO2629,Supplier 33,Raw Materials,18995.85,2031-03-13
PO2630,Supplier 36,Raw Materials,23901.79,2031-03-14
PO2631,Supplier 31,Logistics,6383.71,2031-03-15
PO2632,Supplier 14,IT Equipment,8426.35,2031-03-16
PO2633,Supplier 1,Maintenance,5003.42,2031-03-17
PO2634,Supplier 46,Raw Materials,14634.94,2031-03-18
PO2635,Supplier 16,Logistics,4293.61,2031-03-19
PO2636,Supplier 46,Packaging,9226.75,2031-03-20
PO2637,Supplier 3,IT Equipment,17576.82,2031-03-21
PO2638,Supplier 35,Logistics,14222.84,2031-03-22
PO2639,Supplier 41,Logistics,9968.33,2031-03-23
PO2640,Supplier 6,Logistics,10796.12,2031-03-24
PO2641,Supplier 25,Raw Materials,14271.72,2031-03-25
PO2642,Supplier 13,Raw Materials,643.69,2031-03-26
PO2643,Supplier 34,Packaging,2423.49,2031-03-27
PO2644,Supplier 8,Chemicals,22090.82,2031-03-28
PO2645,Supplier 21,Chemicals,2408.04,2031-03-29
PO2646,Supplier 34,Chemicals,17816.69,2031-03-30
PO2647,Supplier 4,IT Equipment,23040.94,2031-03-31
PO2648,Supplier 25,IT Equipment,7131.75,2031-04-01
PO2649,Supplier 15,Packaging,9577.04,2031-04-02
PO2650,Supplier 4,IT Equipment,14438.57,2031-04-03
PO2651,Supplier 45,Chemicals,22101.87,2031-04-04
PO2652,Supplier 12,Chemicals,23576.69,2031-04-05
PO2653,Supplier 32,Logistics,18619.3,2031-04-06
PO2654,Supplier 32,IT Equipment,2622.18,2031-04-07
PO2655,Supplier 28,Raw Materials,16894.28,2031-04-08
PO2656,Supplier 13,Raw Materials,10552.44,2031-04-09
PO2657,Supplier 31,Logistics,12032.17,2031-04-10
PO2658,Supplier 14,Logistics,1704.14,2031-04-11
PO2659,Supplier 20,Logistics,5181.02,2031-04-12
PO2660,Supplier 18,Raw Materials,19867.58,2031-04-13
PO2661,Supplier 29,Chemicals,11621.99,2031-04-14
PO2662,Supplier 6,Logistics,7890.72,2031-04-15
PO2663,Supplier 32,Packaging,9908.47,2031-04-16
PO2664,Supplier 29,Logistics,21432.79,2031-04-17
PO2665,Supplier 43,Maintenance,18850.48,2031-04-18
PO2666,Supplier 2,Logistics,7171.73,2031-04-19
PO2667,Supplier 23,Raw Materials,3378.8,2031-04-20
PO2668,Supplier 19,IT Equipment,6673.96,2031-04-21
PO2669,Supplier 31,Logistics,23058.53,2031-04-22
PO2670,Supplier 5,IT Equipment,14748.93,2031-04-23
PO2671,Supplier 19,Maintenance,13570.27,2031-04-24
PO2672,Supplier 34,Packaging,15111.64,2031-04-25
PO2673,Supplier 10,IT Equipment,9467.69,2031-04-26
PO2674,Supplier 25,Chemicals,20274.12,2031-04-27
PO2675,Supplier 2,Logistics,13320.51,2031-04-28
PO2676,Supplier 11,Maintenance,3360.32,2031-04-29
PO2677,Supplier 50,Maintenance,3662.1,2031-04-30
PO2678,Supplier 31,IT Equipment,13653.05,2031-05-01
PO2679,Supplier 15,Packaging,23445.97,2031-05-02
PO2680,Supplier 9,Raw Materials,8054.63,2031-05-03
PO2681,Supplier 23,Logistics,21803.76,2031-05-04
PO2682,Supplier 19,Maintenance,19220.34,2031-05-05
PO2683,Supplier 9,Packaging,6571.4,2031-05-06
PO2684,Supplier 35,Chemicals,1390.35,2031-05-07
PO2685,Supplier 21,Maintenance,2995.26,2031-05-08
PO2686,Supplier 9,Packaging,18348.1,2031-05-09
PO2687,Supplier 28,Raw Materials,5391.91,2031-05-10
PO2688,Supplier 46,Raw Materials,9596.14,2031-05-11
PO2689,Supplier 7,Maintenance,12791.63,2031-05-12
PO2690,Supplier 16,Maintenance,18273.97,2031-05-13
PO2691,Supplier 16,IT Equipment,3274.16,2031-05-14
PO2692,Supplier 33,Logistics,10455.98,2031-05-15
PO2693,Supplier 4,Packaging,12384.29,2031-05-16
PO2694,Supplier 4,Maintenance,13750.26,2031-05-17
PO2695,Supplier 39,Logistics,20549.84,2031-05-18
PO2696,Supplier 40,IT Equipment,4706.12,2031-05-19
PO2697,Supplier 17,Logistics,20291.87,2031-05-20
PO2698,Supplier 37,Maintenance,17475.52,2031-05-21
PO2699,Supplier 39,Raw Materials,14118.83,2031-05-22
PO2700,Supplier 29,Packaging,17638.43,2031-05-23
PO2701,Supplier 36,Packaging,10594.43,2031-05-24
PO2702,Supplier 38,Raw Materials,3890.74,2031-05-25
PO2703,Supplier 39,Maintenance,16811.25,2031-05-26
PO2704,Supplier 50,Packaging,13354.47,2031-05-27
PO2705,Supplier 37,Maintenance,16164.68,2031-05-28
PO2706,Supplier 35,IT Equipment,8780.97,2031-05-29
PO2707,Supplier 7,Maintenance,22718.23,2031-05-30
PO2708,Supplier 27,Logistics,14890.56,2031-05-31
PO2709,Supplier 28,Raw Materials,2592.36,2031-06-01
PO2710,Supplier 22,Maintenance,11520.2,2031-06-02
PO2711,Supplier 14,IT Equipment,19030.72,2031-06-03
PO2712,Supplier 7,Chemicals,19956.3,2031-06-04
PO2713,Supplier 37,Raw Materials,12617.63,2031-06-05
PO2714,Supplier 22,Packaging,22421.32,2031-06-06
PO2715,Supplier 5,Logistics,7057.88,2031-06-07
PO2716,Supplier 2,Packaging,10559.67,2031-06-08
PO2717,Supplier 27,IT Equipment,22515.62,2031-06-09
PO2718,Supplier 21,IT Equipment,22458.29,2031-06-10
PO2719,Supplier 38,Packaging,17299.96,2031-06-11
PO2720,Supplier 15,Raw Materials,21545.02,2031-06-12
PO2721,Supplier 21,Packaging,2674.95,2031-06-13
PO2722,Supplier 10,Maintenance,21692.38,2031-06-14
PO2723,Supplier 23,Packaging,8355.19,2031-06-15
PO2724,Supplier 39,Logistics,4869.12,2031-06-16
PO2725,Supplier 5,Logistics,6364.56,2031-06-17
PO2726,Supplier 1,Chemicals,10740.23,2031-06-18
PO2727,Supplier 13,Logistics,6654.2,2031-06-19
PO2728,Supplier 21,Packaging,8353.91,2031-06-20
PO2729,Supplier 26,Logistics,3806.97,2031-06-21
PO2730,Supplier 50,Raw Materials,7756.33,2031-06-22
PO2731,Supplier 45,Logistics,14520.95,2031-06-23
PO2732,Supplier 21,Maintenance,11325.42,2031-06-24
PO2733,Supplier 18,Raw Materials,8994.61,2031-06-25
PO2734,Supplier 37,Chemicals,18788.08,2031-06-26
PO2735,Supplier 45,Maintenance,22390.99,2031-06-27
PO2736,Supplier 32,Packaging,19041.34,2031-06-28
PO2737,Supplier 36,Packaging,8634.02,2031-06-29
PO2738,Supplier 17,Packaging,18738.83,2031-06-30
PO2739,Supplier 35,Maintenance,4223.51,2031-07-01
PO2740,Supplier 49,Maintenance,3692.79,2031-07-02
PO2741,Supplier 11,Maintenance,8967.86,2031-07-03
PO2742,Supplier 21,Raw Materials,20288.71,2031-07-04
PO2743,Supplier 26,IT Equipment,6535.53,2031-07-05
PO2744,Supplier 4,Raw Materials,2049.71,2031-07-06
PO2745,Supplier 34,Packaging,3726.88,2031-07-07
PO2746,Supplier 48,IT Equipment,21539.25,2031-07-08
PO2747,Supplier 18,Logistics,16027.69,2031-07-09
PO2748,Supplier 40,Packaging,6703.43,2031-07-10
PO2749,Supplier 35,Chemicals,14104.75,2031-07-11
PO2750,Supplier 41,Raw Materials,13425.7,2031-07-12
PO2751,Supplier 29,Maintenance,16558.18,2031-07-13
PO2752,Supplier 29,Raw Materials,6213.1,2031-07-14
PO2753,Supplier 38,Maintenance,21677.87,2031-07-15
PO2754,Supplier 42,IT Equipment,8079.53,2031-07-16
PO2755,Supplier 21,Chemicals,17506.23,2031-07-17
PO2756,Supplier 42,IT Equipment,895.05,2031-07-18
PO2757,Supplier 13,Chemicals,9630.1,2031-07-19
PO2758,Supplier 49,Raw Materials,9116.89,2031-07-20
PO2759,Supplier 41,Maintenance,13815.37,2031-07-21
PO2760,Supplier 17,IT Equipment,2282.04,2031-07-22
PO2761,Supplier 9,Chemicals,19858.22,2031-07-23
PO2762,Supplier 41,Packaging,5835.63,2031-07-24
PO2763,Supplier 1,Packaging,17087.43,2031-07-25
PO2764,Supplier 2,IT Equipment,20178.7,2031-07-26
PO2765,Supplier 48,Maintenance,14265.99,2031-07-27
PO2766,Supplier 29,IT Equipment,18651.64,2031-07-28
PO2767,Supplier 33,Raw Materials,16715.58,2031-07-29
PO2768,Supplier 10,Chemicals,9210.48,2031-07-30
PO2769,Supplier 50,Raw Materials,20317.03,2031-07-31
PO2770,Supplier 40,Packaging,7720.18,2031-08-01
PO2771,Supplier 21,Chemicals,14494.72,2031-08-02
PO2772,Supplier 28,IT Equipment,18762.24,2031-08-03
PO2773,Supplier 11,Raw Materials,9784.42,2031-08-04
PO2774,Supplier 34,Logistics,7917.81,2031-08-05
PO2775,Supplier 8,Maintenance,11753.98,2031-08-06
PO2776,Supplier 22,Maintenance,20540.11,2031-08-07
PO2777,Supplier 8,Logistics,23283.08,2031-08-08
PO2778,Supplier 49,Packaging,13854.54,2031-08-09
PO2779,Supplier 15,Chemicals,16705.92,2031-08-10
PO2780,Supplier 17,Maintenance,22630.2,2031-08-11
PO2781,Supplier 23,Logistics,2914.4,2031-08-12
PO2782,Supplier 24,IT Equipment,6185.93,2031-08-13
PO2783,Supplier 45,Logistics,17868.05,2031-08-14
PO2784,Supplier 19,Packaging,20681.74,2031-08-15
PO2785,Supplier 5,Packaging,21497.21,2031-08-16
PO2786,Supplier 32,Raw Materials,10670.13,2031-08-17
PO2787,Supplier 44,Maintenance,2688.83,2031-08-18
PO2788,Supplier 1,Raw Materials,11225.65,2031-08-19
PO2789,Supplier 23,Logistics,6153.0,2031-08-20
PO2790,Supplier 37,Chemicals,7634.31,2031-08-21
PO2791,Supplier 8,Chemicals,19420.56,2031-08-22
PO2792,Supplier 13,Packaging,2350.41,2031-08-23
PO2793,Supplier 8,Chemicals,20775.74,2031-08-24
PO2794,Supplier 23,Chemicals,10977.89,2031-08-25
PO2795,Supplier 43,Chemicals,15103.57,2031-08-26
PO2796,Supplier 1,Logistics,2696.48,2031-08-27
PO2797,Supplier 45,Chemicals,8765.3,2031-08-28
PO2798,Supplier 24,IT Equipment,2697.67,2031-08-29
PO2799,Supplier 35,Chemicals,24057.82,2031-08-30
PO2800,Supplier 24,Chemicals,20277.91,2031-08-31
PO2801,Supplier 17,Raw Materials,11761.0,2031-09-01
PO2802,Supplier 5,Logistics,5978.26,2031-09-02
PO2803,Supplier 20,Packaging,23369.65,2031-09-03
PO2804,Supplier 21,Raw Materials,8942.62,2031-09-04
PO2805,Supplier 40,Maintenance,4444.12,2031-09-05
PO2806,Supplier 31,Logistics,14297.53,2031-09-06
PO2807,Supplier 46,IT Equipment,23622.47,2031-09-07
PO2808,Supplier 36,Logistics,593.84,2031-09-08
PO2809,Supplier 11,Maintenance,6334.06,2031-09-09
PO2810,Supplier 15,Maintenance,23491.97,2031-09-10
PO2811,Supplier 19,Maintenance,4691.61,2031-09-11
PO2812,Supplier 7,Packaging,3274.46,2031-09-12
PO2813,Supplier 28,Chemicals,14469.59,2031-09-13
PO2814,Supplier 43,Logistics,21615.17,2031-09-14
PO2815,Supplier 5,Chemicals,12189.19,2031-09-15
PO2816,Supplier 5,Chemicals,24866.82,2031-09-16
PO2817,Supplier 30,IT Equipment,17139.71,2031-09-17
PO2818,Supplier 32,Maintenance,2314.84,2031-09-18
PO2819,Supplier 8,Packaging,24824.39,2031-09-19
PO2820,Supplier 10,IT Equipment,10493.41,2031-09-20
PO2821,Supplier 38,Raw Materials,7541.36,2031-09-21
PO2822,Supplier 47,Packaging,14168.04,2031-09-22
PO2823,Supplier 32,Chemicals,7955.54,2031-09-23
PO2824,Supplier 48,Packaging,2618.21,2031-09-24
PO2825,Supplier 28,Maintenance,534.99,2031-09-25
